,Name,Transmission type,Variant,Mileage,Owned,Fuel type,City,Price
1849,2017 Maruti Wagon R 1.0,Manual,VXI OPT Manual,"59,521 km",1st Owner,Petrol,Kolkata,"₹4,63,799"
1850,2017 Maruti Wagon R 1.0,Manual,1.2 S MT I VTEC Manual,"34,369 km",1st Owner,Petrol,Kolkata,"₹4,28,999"
1851,2017 Hyundai Grand i10,Manual,VXI AMT Automatic,"14,631 km",1st Owner,Petrol,Kolkata,"₹5,98,499"
1852,2013 Hyundai i20,Manual,VX MT PETROL Manual,"4,341 km",1st Owner,Petrol,Kolkata,"₹5,72,299"
1853,2018 Hyundai Grand i10,Manual,VXI 1.2 BS IV Manual,"26,028 km",1st Owner,Petrol,Kolkata,"₹5,13,799"
1854,2017 Hyundai Grand i10,Manual,SPORTS 1.2 VTVT Manual,"1,83,297 km",1st Owner,Petrol,Kolkata,"₹3,90,299"
1855,2013 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"45,646 km",1st Owner,Petrol,Kolkata,"₹5,82,399"
1856,2014 Maruti Swift Dzire,Manual,S 1.2 OPT Manual,"13,563 km",1st Owner,Petrol,Kolkata,"₹14,41,199"
1857,2018 Maruti Celerio X,Manual,VXI Manual,"41,041 km",1st Owner,Petrol,Kolkata,"₹14,98,499"
1858,2019 Maruti Dzire,Manual,SPORTZ 1.2 KAPPA2 Manual,"35,383 km",1st Owner,Petrol,Kolkata,"₹4,60,299"
1859,2018 Maruti Swift,Manual,MAGNA 1.2 Manual,"31,602 km",2nd Owner,Petrol,Kolkata,"₹5,86,499"
1860,2014 Maruti Swift,Manual,VXI 1.2 BS IV Manual,"57,240 km",1st Owner,Petrol,Kolkata,"₹6,92,499"
1861,2015 Maruti Swift Dzire,Manual,ZX CVT Automatic,"74,234 km",1st Owner,Petrol,Kolkata,"₹3,83,899"
1862,2013 Maruti Swift Dzire,Manual,VDI BS IV Manual,"57,882 km",1st Owner,Petrol,Kolkata,"₹4,01,999"
1863,2018 Maruti Swift,Manual,1.5TITANIUM TDCI Manual,"88,950 km",1st Owner,Petrol,Kolkata,"₹6,62,399"
1864,2018 Maruti Baleno,Manual,RXL Manual,"65,347 km",2nd Owner,Petrol,Kolkata,"₹5,08,799"
1865,2012 Hyundai Santro Xing,Manual,VXI Manual,"29,465 km",1st Owner,Petrol,Kolkata,"₹7,47,199"
1866,2014 Honda Amaze,Manual,S 1.2 Manual,"65,809 km",1st Owner,Petrol,Kolkata,"₹5,85,499"
1867,2014 Hyundai i20,Manual,2.5 VX 8 STR BS IV Manual,"4,887 km",1st Owner,Diesel,Kolkata,"₹4,33,599"
1868,2018 Renault Kwid,Manual,ZXI Manual,"33,900 km",1st Owner,Petrol,Kolkata,"₹4,89,399"
1869,2012 Maruti Alto 800,Manual,VXI PLUS Manual,"45,731 km",1st Owner,Petrol,Kolkata,"₹5,94,699"
1870,2012 Maruti Alto 800,Manual,VXI PLUS Manual,"36,465 km",1st Owner,Petrol,Kolkata,"₹3,49,599"
1871,2019 Maruti Celerio,Automatic,MAGNA 1.2 VTVT Manual,"14,316 km",1st Owner,Petrol,Kolkata,"₹4,11,899"
1872,2015 Maruti Swift,Manual,SPORTZ 1.2 VTVT Manual,"37,135 km",1st Owner,Petrol,Kolkata,"₹3,80,099"
1873,2014 Maruti Swift,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"24,316 km",1st Owner,Petrol,Kolkata,"₹6,32,399"
1874,2017 Hyundai i20 Active,Manual,Sportz(O) 1.2 MT Manual,"10,534 km",1st Owner,Diesel,Kolkata,"₹3,36,099"
1875,2014 Maruti Swift Dzire,Manual,VXI 1.2 BS IV Manual,"30,738 km",1st Owner,Petrol,Kolkata,"₹4,03,499"
1876,2014 Hyundai Elite i20,Manual,VXI 1.2 BS IV Manual,"7,476 km",1st Owner,Petrol,Kolkata,"₹2,66,099"
1877,2017 Maruti Alto 800,Manual,Vxi Manual,"3,697 km",1st Owner,Petrol,Kolkata,"₹5,85,099"
1878,2015 Honda Jazz,Manual,VXI Manual,"60,651 km",1st Owner,Petrol,Kolkata,"₹4,05,099"
1879,2018 Maruti Swift,Manual,VXI Manual,"23,431 km",1st Owner,Petrol,Kolkata,"₹4,85,999"
1880,2019 Hyundai NEW SANTRO,Manual,VXI Manual,"1,36,969 km",1st Owner,Petrol,Kolkata,"₹4,92,899"
1881,2014 Ford Ecosport,Manual,VXI 1.2 BS IV Manual,"1,35,293 km",1st Owner,Petrol,Kolkata,"₹3,98,299"
1882,2018 Maruti Swift,Manual,VXI 1.2 BS IV Manual,"15,201 km",1st Owner,Petrol,Kolkata,"₹4,01,399"
1883,2014 Hyundai i10,Manual,VXI Manual,"20,033 km",1st Owner,Diesel,Kolkata,"₹4,30,699"
1884,2018 Renault Kwid,Manual,DELTA 1.2 K12 Manual,"11,163 km",1st Owner,Diesel,Kolkata,"₹2,80,899"
1885,2014 Hyundai i10,Manual,GLS Manual,"92,271 km",1st Owner,Petrol,Kolkata,"₹3,06,599"
1886,2015 Maruti Celerio,Manual,1.2 VXMT I VTEC Manual,"35,901 km",2nd Owner,Petrol,Kolkata,"₹4,71,899"
1887,2017 Maruti Wagon R 1.0,Manual,SPORTZ 1.2 VTVT Manual,"69,699 km",1st Owner,Petrol,Kolkata,"₹4,44,299"
1888,2013 Hyundai Grand i10,Manual,CLIMBER 1.0 Manual,"50,856 km",1st Owner,Petrol,Kolkata,"₹3,18,299"
1889,2019 Hyundai NEW SANTRO,Manual,LXI Manual,"31,188 km",1st Owner,Petrol,Kolkata,"₹4,86,499"
1890,2017 Maruti Alto 800,Manual,LXI Manual,"28,381 km",1st Owner,Petrol,Kolkata,"₹2,48,399"
1891,2018 Maruti Baleno,Manual,VXI AMT Automatic,"13,286 km",1st Owner,Petrol,Kolkata,"₹4,95,399"
1892,2018 Maruti Baleno,Manual,VXI Manual,"14,473 km",2nd Owner,Petrol,Kolkata,"₹4,09,399"
1893,2013 Hyundai Eon,Manual,VXI Manual,"1,26,168 km",1st Owner,Petrol,Kolkata,"₹2,62,999"
1894,2016 Hyundai Elite i20,Manual,1.4 SX Manual,"26,485 km",2nd Owner,Petrol,Kolkata,"₹5,25,699"
1895,2015 Maruti Baleno,Manual,VXI 1.2 BS IV Manual,"65,238 km",1st Owner,Petrol,Kolkata,"₹3,79,899"
1896,2019 Maruti Baleno,Manual,MAGNA 1.2 Manual,"25,327 km",1st Owner,Petrol,Kolkata,"₹3,94,199"
1897,2018 Hyundai Grand i10,Manual,VXI Manual,"2,142 km",1st Owner,Petrol,Kolkata,"₹3,67,099"
1898,2017 Hyundai Grand i10,Manual,1.2 V MT Manual,"56,739 km",1st Owner,Petrol,Kolkata,"₹2,76,699"
1899,2014 Maruti Alto 800,Manual,VXI Manual,"61,799 km",2nd Owner,Diesel,Kolkata,"₹7,35,099"
1900,2018 Maruti Baleno,Manual,1.1 MAGNA MT Manual,"34,646 km",2nd Owner,Petrol,Kolkata,"₹2,75,899"
1901,2014 Maruti Wagon R 1.0,Manual,1.5TITANIUM TDCI Manual,"15,621 km",1st Owner,Diesel,Kolkata,"₹6,70,299"
1902,2013 Hyundai Eon,Manual,VXI Manual,"74,822 km",1st Owner,Petrol,Kolkata,"₹4,88,799"
1903,2014 Hyundai Eon,Manual,SPORTZ 1.1 IRDE2 Manual,"68,720 km",1st Owner,Diesel,Kolkata,"₹4,63,899"
1904,2016 Honda Jazz,Manual,CLIMBER 1.0 Manual,"11,126 km",1st Owner,Petrol,Kolkata,"₹4,09,699"
1905,2013 Maruti Alto 800,Manual,SPORTZ 1.1 IRDE2 Manual,"5,788 km",2nd Owner,Petrol,Kolkata,"₹3,91,799"
1906,2014 Maruti Wagon R 1.0,Manual,VXI Manual,"29,620 km",2nd Owner,Petrol,Kolkata,"₹4,80,499"
1907,2012 Maruti Alto K10,Manual,VXI Manual,"1,54,837 km",2nd Owner,Petrol,Kolkata,"₹8,01,799"
1908,2013 Maruti Wagon R 1.0,Manual,SPORTS 1.2 VTVT Manual,"61,885 km",1st Owner,Petrol,Kolkata,"₹3,20,099"
1909,2016 Maruti Wagon R 1.0,Manual,1.1 MAGNA MT Manual,"81,442 km",1st Owner,Petrol,Kolkata,"₹4,61,899"
1910,2015 Maruti Eeco,Manual,LXI Manual,"46,478 km",1st Owner,Petrol,Kolkata,"₹2,19,999"
1911,2017 Maruti Alto 800,Manual,ZETA 1.2 K12 Manual,"20,561 km",1st Owner,Petrol,Kolkata,"₹2,80,799"
1912,2014 Hyundai Grand i10,Manual,DELTA 1.2 K12 Manual,"84,343 km",1st Owner,Petrol,Kolkata,"₹2,77,399"
1913,2015 Maruti Alto K10,Manual,ERA PLUS Manual,"10,587 km",1st Owner,Petrol,Kolkata,"₹6,93,499"
1914,2016 Maruti Alto K10,Manual,SPORTZ 1.2 Manual,"41,182 km",2nd Owner,Petrol,Kolkata,"₹6,83,799"
1915,2014 Maruti Alto 800,Manual,ALPHA DDIS 190 Manual,"60,640 km",2nd Owner,Petrol,Kolkata,"₹3,56,499"
1916,2016 Maruti Wagon R 1.0,Manual,DELTA 1.2 K12 Manual,"49,860 km",1st Owner,Petrol,Kolkata,"₹2,55,699"
1917,2014 Maruti Wagon R 1.0,Manual,MAGNA 1.2 KAPPA VTVT Manual,"15,253 km",1st Owner,Petrol,Kolkata,"₹2,51,699"
1918,2018 Hyundai NEW SANTRO,Manual,SPORTS 1.2 VTVT Manual,"10,793 km",1st Owner,Petrol,Kolkata,"₹1,77,499"
1919,2019 Maruti Eeco,Manual,LXI Manual,"30,217 km",1st Owner,Petrol,Kolkata,"₹5,21,799"
1920,2015 Maruti Wagon R 1.0,Manual,DELTA 1.2 K12 Manual,"45,932 km",1st Owner,Petrol,Kolkata,"₹5,22,099"
1921,2018 Maruti Wagon R 1.0,Manual,LXI Manual,"30,260 km",1st Owner,Petrol,Kolkata,"₹2,81,999"
1922,2019 Hyundai Grand i10,Manual,MAGNA PLUS Manual,"63,820 km",1st Owner,Diesel,Kolkata,"₹2,97,099"
1923,2019 Maruti Alto,Manual,MAGNA PLUS Manual,"21,075 km",1st Owner,Diesel,Kolkata,"₹4,07,899"
1924,2019 Maruti Alto,Manual,1.2 SV MT Manual,"25,613 km",1st Owner,Petrol,Kolkata,"₹10,34,499"
1925,2019 Maruti Eeco,Manual,LXI Manual,"46,591 km",1st Owner,Petrol,Kolkata,"₹4,42,899"
1926,2010 Maruti Wagon R 1.0,Manual,VXI Manual,"48,400 km",2nd Owner,Petrol,Kolkata,"₹3,88,899"
1927,2019 Maruti Eeco,Manual,LXI Manual,"44,296 km",1st Owner,Diesel,Kolkata,"₹2,69,199"
1928,2016 Maruti Alto 800,Manual,VXI Manual,"21,230 km",1st Owner,Petrol,Kolkata,"₹5,13,399"
1929,2014 Maruti Alto 800,Manual,VXI Manual,"38,899 km",1st Owner,Petrol,Kolkata,"₹8,68,799"
1930,2016 Hyundai Eon,Manual,5 STR WITH AC PLUSHTR Manual,"10,878 km",1st Owner,Petrol,Kolkata,"₹7,07,699"
1931,2019 Maruti Alto 800,Manual,VXI Manual,"7,323 km",2nd Owner,Petrol,Kolkata,"₹3,39,099"
1932,2018 Maruti Wagon R 1.0,Manual,ASTA 1.2 VTVT Manual,"31,335 km",2nd Owner,Petrol,Kolkata,"₹5,13,199"
1933,2014 Maruti Alto 800,Manual,VXI Manual,"31,436 km",1st Owner,Petrol,Kolkata,"₹2,50,999"
1934,2020 Maruti S PRESSO,Manual,VXI Manual,"88,303 km",1st Owner,Petrol,Kolkata,"₹7,83,499"
1935,2015 Maruti Alto 800,Manual,LXI Manual,"75,102 km",2nd Owner,Petrol,Kolkata,"₹3,33,499"
1936,2018 Maruti Alto 800,Manual,LXI Manual,"23,585 km",1st Owner,Petrol,Kolkata,"₹2,30,899"
1937,2013 Maruti Alto K10,Manual,VXI Manual,"55,280 km",1st Owner,Petrol,Kolkata,"₹2,95,299"
1938,2014 Maruti Alto 800,Manual,SPORTZ 1.1 Manual,"56,138 km",1st Owner,Petrol,Kolkata,"₹5,02,499"
1939,2018 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"74,294 km",1st Owner,Petrol,Kolkata,"₹15,78,599"
1940,2015 Hyundai Grand i10,Manual,VXI Manual,"5,328 km",1st Owner,Petrol,Kolkata,"₹3,09,099"
1941,2020 Maruti Alto,Manual,VXI Manual,"91,455 km",3rd Owner,Petrol,Kolkata,"₹5,05,299"
1942,2020 Maruti Alto,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"36,820 km",1st Owner,Petrol,Kolkata,"₹8,47,099"
1943,2020 Maruti Alto,Manual,LXI Manual,"48,753 km",2nd Owner,Petrol,Kolkata,"₹8,65,999"
1944,2020 Maruti Alto,Manual,LXI Manual,"7,026 km",1st Owner,Petrol,Kolkata,"₹4,03,999"
1945,2018 Maruti Alto K10,Manual,5 STR WITH AC PLUSHTR Manual,"1,502 km",1st Owner,Petrol,Kolkata,"₹4,30,599"
1946,2016 Renault Kwid,Manual,LXI Manual,"6,777 km",1st Owner,Petrol,Kolkata,"₹3,84,299"
1947,2016 Maruti Swift Dzire,Manual,5 STR WITH AC PLUSHTR Manual,"27,238 km",1st Owner,Petrol,Kolkata,"₹4,48,899"
1948,2012 Hyundai i10,Manual,LXI Manual,"31,022 km",1st Owner,Petrol,Kolkata,"₹5,22,099"
1949,2014 Mercedes Benz GLA Class,Manual,LXI Manual,"10,204 km",1st Owner,Petrol,Kolkata,"₹5,37,399"
1950,2017 Hyundai Creta,Manual,ERA PLUS Manual,"23,793 km",1st Owner,Petrol,Kolkata,"₹2,52,999"
1951,2015 Maruti Wagon R 1.0,Manual,LXI Manual,"17,740 km",1st Owner,Petrol,Kolkata,"₹5,63,799"
1952,2014 Hyundai i10,Manual,VXI Manual,"4,171 km",1st Owner,Petrol,Kolkata,"₹8,73,899"
1953,2019 Maruti Swift,Automatic,LXI Manual,"33,905 km",1st Owner,Petrol,Kolkata,"₹3,99,699"
1954,2017 Maruti Alto 800,Manual,VXI PLUS Manual,"84,338 km",1st Owner,Diesel,Kolkata,"₹4,29,299"
1955,2017 Renault Kwid,Manual,VXI Manual,"62,114 km",2nd Owner,Petrol,Kolkata,"₹3,63,599"
1956,2017 Maruti Alto K10,Manual,LXI Manual,"17,973 km",1st Owner,Petrol,Kolkata,"₹4,12,099"
1957,2019 Maruti Ciaz,Manual,LXI Manual,"60,097 km",1st Owner,Petrol,Kolkata,"₹3,64,399"
1958,2014 Maruti Alto K10,Manual,LXI Manual,"21,631 km",1st Owner,Petrol,Kolkata,"₹2,82,199"
1959,2018 Maruti Alto 800,Manual,LXI Manual,"29,950 km",1st Owner,Petrol,Kolkata,"₹4,57,099"
1960,2019 Maruti Alto,Manual,SPORTZ 1.2 KAPPA VTVT Manual,"26,882 km",1st Owner,Petrol,Kolkata,"₹3,78,899"
1961,2019 Maruti Vitara Brezza,Manual,LXI Manual,"34,591 km",1st Owner,Diesel,Kolkata,"₹10,40,599"
1962,2018 Maruti Alto 800,Manual,VXI Manual,"49,693 km",1st Owner,Petrol,Kolkata,"₹3,88,199"
1963,2018 Datsun Redi Go,Manual,VXI Manual,"75,005 km",1st Owner,Petrol,Kolkata,"₹6,36,399"
1964,2015 Hyundai Eon,Manual,VXI Manual,"64,000 km",1st Owner,Petrol,Kolkata,"₹3,34,599"
1965,2018 Hyundai Grand i10,Manual,VXI (O) AMT Manual,"24,532 km",1st Owner,Petrol,Kolkata,"₹6,16,499"
1966,2014 Maruti Swift Dzire,Manual,1.0 RXT Manual,"35,834 km",1st Owner,Petrol,Kolkata,"₹4,10,499"
1967,2018 Renault Kwid,Manual,VXI OPT Manual,"29,621 km",2nd Owner,Petrol,Kolkata,"₹9,49,899"
1968,2015 Hyundai Grand i10,Manual,MAGNA 1.2 KAPPA2 Manual,"28,001 km",1st Owner,Petrol,Kolkata,"₹4,41,699"
1969,2013 Hyundai Eon,Manual,200 CDI SPORT Manual,"81,832 km",1st Owner,Petrol,Kolkata,"₹3,38,599"
1970,2019 Maruti Dzire,Manual,1.6 SX PLUS DIESEL Manual,"80,887 km",1st Owner,Petrol,Kolkata,"₹3,54,099"
1971,2014 Maruti Wagon R 1.0,Manual,VXI Manual,"16,909 km",1st Owner,Petrol,Kolkata,"₹4,52,699"
1972,2015 Hyundai Grand i10,Manual,MAGNA 1.1 IRDE2 Manual,"31,453 km",1st Owner,Petrol,Kolkata,"₹4,05,199"
1973,2018 Maruti Alto K10,Manual,VXI AMT Automatic,"18,249 km",1st Owner,Petrol,Kolkata,"₹4,82,299"
1974,2015 Maruti Alto 800,Manual,LXI Manual,"14,967 km",1st Owner,Petrol,Kolkata,"₹4,55,199"
1975,2019 Maruti Alto,Manual,RXT Manual,"51,024 km",1st Owner,Diesel,Kolkata,"₹4,16,399"
1976,2014 Maruti Alto 800,Manual,VXI Manual,"33,948 km",1st Owner,Petrol,Kolkata,"₹4,43,799"
1977,2018 Maruti Alto 800,Manual,DELTA 1.5 SHVS VVT MT Manual,"37,850 km",1st Owner,Petrol,Kolkata,"₹5,16,999"
1978,2018 Renault Captur,Manual,VXI Manual,"13,668 km",2nd Owner,Petrol,Kolkata,"₹6,98,399"
1979,2017 Honda Jazz,Manual,LXI Manual,"12,076 km",2nd Owner,Petrol,Kolkata,"₹5,71,699"
1980,2014 Hyundai i20,Manual,VXI Manual,"15,751 km",1st Owner,Petrol,Kolkata,"₹3,71,399"
1981,2018 Honda City,Automatic,ZDI+ DUAL TONE AMT Manual,"22,625 km",1st Owner,Petrol,Kolkata,"₹5,21,199"
1982,2014 Ford Ecosport,Manual,VXI Manual,"19,168 km",1st Owner,Petrol,Kolkata,"₹4,71,099"
1983,2018 Ford Ecosport,Manual,T (O) Manual,"14,777 km",1st Owner,Petrol,Kolkata,"₹5,59,799"
1984,2018 Maruti S Cross,Manual,MAGNA PLUS Manual,"10,266 km",1st Owner,Petrol,Kolkata,"₹5,37,299"
1985,2014 Maruti Celerio,Manual,SPORTS 1.2 VTVT Manual,"23,545 km",1st Owner,Petrol,Kolkata,"₹7,68,299"
1986,2017 Hyundai Eon,Manual,VXI 1.2 BS IV Manual,"96,134 km",1st Owner,Petrol,Kolkata,"₹3,63,599"
1987,2018 Hyundai Grand i10,Manual,CLIMBER 1.0 Manual,"3,700 km",1st Owner,Petrol,Kolkata,"₹3,90,099"
1988,2015 Honda City,Manual,SPORTS 1.2 VTVT Manual,"13,370 km",1st Owner,Petrol,Kolkata,"₹3,95,299"
1989,2013 Hyundai Eon,Manual,D LITE PLUS Manual,"3,733 km",1st Owner,Petrol,Kolkata,"₹2,41,399"
1990,2017 Hyundai Elite i20,Manual,VXI Manual,"33,886 km",1st Owner,Petrol,Kolkata,"₹2,32,899"
1991,2015 Maruti S Cross,Manual,VXI Manual,"7,646 km",1st Owner,Petrol,Ahmedabad,"₹4,24,499"
1992,2017 Renault Kwid,Manual,ASTA 1.2 (O) VTVT Manual,"8,851 km",2nd Owner,Petrol,Ahmedabad,"₹4,85,899"
1993,2017 Datsun Redi Go,Manual,VXI Manual,"14,195 km",2nd Owner,Petrol,Ahmedabad,"₹4,15,299"
1994,2019 Hyundai Elite i20,Manual,LXI Manual,"5,794 km",1st Owner,Petrol,Ahmedabad,"₹6,21,799"
1995,2020 Hyundai VENUE,Manual,VXI Manual,"40,883 km",1st Owner,Petrol,Ahmedabad,"₹4,09,399"
1996,2020 Hyundai VENUE,Manual,LXI Manual,727 km,1st Owner,Petrol,Ahmedabad,"₹4,19,199"
1997,2018 Maruti OMNI E,,LXI Manual,"1,13,465 km",1st Owner,Petrol,Ahmedabad,"₹2,65,699"
1998,2017 Maruti Ertiga,Manual,RXE PETROL MT Manual,"21,951 km",3rd Owner,Petrol,Ahmedabad,"₹3,83,299"
1999,2021 Hyundai VENUE,Manual,1.2 V MT Manual,"34,696 km",1st Owner,Petrol,Ahmedabad,"₹5,23,099"
2000,2017 Honda BR-V,Manual,SPORTZ 1.4 CRDI Manual,"34,500 km",1st Owner,Petrol,Ahmedabad,"₹4,02,099"
2001,2017 Maruti Dzire,Manual,ZX CVT Automatic,"4,113 km",1st Owner,Petrol,Ahmedabad,"₹4,58,799"
2002,2016 Maruti Vitara Brezza,Manual,1.5 TITANIUM TI VCT Manual,"7,198 km",1st Owner,Petrol,Ahmedabad,"₹5,87,499"
2003,2014 Maruti Alto 800,Manual,1.5 TITANIUM TI VCT Manual,"1,584 km",1st Owner,Petrol,Ahmedabad,"₹3,30,899"
2004,2020 Hyundai VENUE,Manual,ALPHA SHVS Manual,"3,266 km",1st Owner,Petrol,Ahmedabad,"₹4,16,099"
2005,2014 Maruti Swift Dzire,Manual,ZXI Manual,"2,664 km",1st Owner,Petrol,Ahmedabad,"₹3,36,499"
2006,2020 Hyundai VENUE,Manual,MAGNA PLUS Manual,"41,762 km",1st Owner,Petrol,Ahmedabad,"₹3,75,499"
2007,2016 Maruti S Cross,Manual,MAGNA 1.2 KAPPA VTVT Manual,"38,536 km",2nd Owner,Petrol,Ahmedabad,"₹3,93,799"
2008,2020 Volkswagen Vento,Automatic,SV MT PETROL Manual,"72,118 km",1st Owner,Petrol,Ahmedabad,"₹3,35,599"
2009,2019 Renault Kwid,Manual,ERA PLUS Manual,"46,518 km",1st Owner,Petrol,Ahmedabad,"₹3,99,599"
2010,2018 Maruti S Cross,Manual,ASTA 1.2 Manual,"29,658 km",1st Owner,Petrol,Ahmedabad,"₹2,55,299"
2011,2018 Audi A3,Automatic,ZETA 1.3 Manual,"26,359 km",1st Owner,Petrol,Ahmedabad,"₹5,88,299"
2012,2018 Maruti Ertiga,Manual,RXL Manual,"8,259 km",1st Owner,Petrol,Ahmedabad,"₹6,40,799"
2013,2018 Maruti Dzire,Manual,S 1.0 Manual,"34,018 km",1st Owner,Petrol,Ahmedabad,"₹2,44,499"
2014,2020 Hyundai Creta,Manual,1.2 MAGNA PLUS VTVT Manual,"11,705 km",1st Owner,Petrol,Ahmedabad,"₹5,23,399"
2015,2013 Toyota Innova,Manual,S MT 1.2 KAPPA Manual,"54,650 km",1st Owner,Petrol,Ahmedabad,"₹5,42,599"
2016,2015 Maruti Swift,Manual,S MT 1.2 KAPPA Manual,"18,142 km",1st Owner,Petrol,Ahmedabad,"₹5,84,099"
2017,2017 Maruti Swift,Manual,STD,"18,625 km",1st Owner,Petrol,Ahmedabad,"₹4,20,199"
2018,2019 Maruti Swift,Manual,VDI SHVS Manual,"77,830 km",1st Owner,Petrol,Ahmedabad,"₹4,77,599"
2019,2019 KIA SELTOS,,S MT 1.2 KAPPA Manual,"14,797 km",1st Owner,Petrol,Ahmedabad,"₹2,12,699"
2020,2018 Hyundai Creta,Automatic,1.5 i- DTEC S Manual,"5,197 km",1st Owner,Petrol,Ahmedabad,"₹6,26,499"
2021,2017 Maruti Ertiga,Manual,ZDI Plus Manual,"16,522 km",1st Owner,Petrol,Ahmedabad,"₹3,04,699"
2022,2018 Maruti S Cross,Manual,ZDI PLUS DUAL TONE Manual,"5,586 km",1st Owner,Petrol,Ahmedabad,"₹2,77,499"
2023,2018 Maruti S Cross,Manual,LXI Manual,"13,832 km",1st Owner,Petrol,Ahmedabad,"₹2,44,599"
2024,2018 Maruti S Cross,,S Plus MT 1.2 Kappa Manual,"62,229 km",2nd Owner,Petrol,Ahmedabad,"₹5,41,699"
2025,2018 Maruti Baleno,Manual,VDI BS IV Manual,"4,110 km",1st Owner,Petrol,Ahmedabad,"₹2,20,599"
2026,2019 Maruti Eeco,Manual,S MT 1.2 KAPPA Manual,"31,351 km",1st Owner,Petrol,Ahmedabad,"₹3,09,799"
2027,2018 Hyundai Creta,Manual,ZETA 1.3 Manual,"3,141 km",1st Owner,Petrol,Ahmedabad,"₹2,47,199"
2028,2019 Renault Kwid,Manual,HIGHLINE PLUS 1.0 TSI AT Automatic,"34,200 km",1st Owner,Petrol,Ahmedabad,"₹3,31,299"
2029,2017 Maruti Swift,Manual,1.0 RXT Opt Manual,"45,110 km",1st Owner,Diesel,Ahmedabad,"₹3,51,899"
2030,2016 Maruti Swift,Manual,ZETA 1.3 SHVS Manual,"1,674 km",2nd Owner,Diesel,Ahmedabad,"₹3,43,699"
2031,2021 Ford Ecosport,Manual,35TDI PREMIUM Automatic,"14,038 km",1st Owner,Petrol,Ahmedabad,"₹2,82,299"
2032,2017 Hyundai Elite i20,Manual,VDI SHVS Manual,"64,120 km",1st Owner,Petrol,Ahmedabad,"₹3,78,099"
2033,2019 Jeep Compass,Manual,VDI Manual,"43,650 km",1st Owner,Petrol,Ahmedabad,"₹2,72,499"
2034,2016 Maruti Vitara Brezza,Manual,1.6 EX CRDI Manual,"24,425 km",1st Owner,Petrol,Ahmedabad,"₹2,89,599"
2035,2018 Maruti Alto 800,Manual,2.5 VX 8 STR BS IV Manual,"2,000 km",1st Owner,Petrol,Ahmedabad,"₹2,29,899"
2036,2019 Maruti Baleno,Manual,VXI Manual,"27,170 km",1st Owner,Petrol,Ahmedabad,"₹3,78,799"
2037,2017 Hyundai Creta,Manual,VDI ABS Manual,"29,750 km",1st Owner,Petrol,Ahmedabad,"₹3,57,599"
2038,2017 Maruti S Cross,Manual,VXI Manual,"6,208 km",1st Owner,Petrol,Ahmedabad,"₹4,54,099"
2039,2020 Maruti Alto,Manual,GTX 1.4 GDI AT PETROL,"37,835 km",1st Owner,Petrol,Ahmedabad,"₹3,82,799"
2040,2016 Hyundai Creta,Manual,1.6 SX AT PETROL Automatic,"77,952 km",2nd Owner,Petrol,Ahmedabad,"₹3,68,399"
2041,2017 Maruti Baleno,Manual,VDI SHVS Manual,"22,071 km",1st Owner,Diesel,Ahmedabad,"₹4,05,999"
2042,2020 Maruti Eeco,Manual,ZETA 1.3 SHVS Manual,"35,866 km",3rd Owner,Petrol,Ahmedabad,"₹5,42,699"
2043,2018 Maruti Alto 800,Manual,ZETA 1.3 SHVS Manual,"10,680 km",1st Owner,Petrol,Ahmedabad,"₹3,40,599"
2044,2020 Maruti Baleno,Manual,ZETA 1.3 SHVS,"69,736 km",1st Owner,Petrol,Ahmedabad,"₹3,38,199"
2045,2016 Hyundai Elite i20,Manual,DELTA DDIS 190 Manual,"33,405 km",1st Owner,Petrol,Ahmedabad,"₹3,81,599"
2046,2018 Maruti Alto 800,Manual,5 STR WITH AC PLUSHTR Manual,"41,503 km",1st Owner,Petrol,Ahmedabad,"₹2,65,399"
2047,2019 Hyundai VENUE,Manual,1.4 E PLUS CRDI Manual,"15,506 km",1st Owner,Petrol,Ahmedabad,"₹4,24,799"
2048,2019 Maruti Baleno,Manual,RXL Manual,"50,173 km",2nd Owner,Petrol,Ahmedabad,"₹2,54,499"
2049,2019 Maruti Baleno,Manual,VDI ABS Manual,"48,473 km",1st Owner,Petrol,Ahmedabad,"₹2,43,999"
2050,2017 Maruti Baleno,Manual,VXI Manual,"29,355 km",1st Owner,Petrol,Ahmedabad,"₹3,58,599"
2051,2018 Maruti Alto 800,Manual,TITANIUM PLUS 1.5 TI VCT MT Manual,"1,63,159 km",1st Owner,Petrol,Ahmedabad,"₹3,11,899"
2052,2018 Maruti Swift,Manual,SPORTZ 1.4 Manual,"71,025 km",2nd Owner,Petrol,Ahmedabad,"₹4,36,899"
2053,2016 Maruti Baleno,Manual,2.0 LIMITED Manual,"5,418 km",1st Owner,Petrol,Ahmedabad,"₹2,39,199"
2054,2018 Maruti Vitara Brezza,Manual,ZDI PLUS DUAL TONE Manual,"3,691 km",1st Owner,Petrol,Ahmedabad,"₹4,31,499"
2055,2019 Maruti Baleno,Manual,LXI Manual,"4,689 km",1st Owner,Petrol,Ahmedabad,"₹2,61,699"
2056,2020 Maruti S PRESSO,Manual,DELTA 1.2 K12 Manual,"1,420 km",1st Owner,Petrol,Ahmedabad,"₹3,03,399"
